"TemplateType=Sports","Version=1.1/1.0.14","This row for Amazon.com use only.  Do not modify or delete.",,,,,,,,,,,,"Offer Information - These attributes are required to make your item buyable for customers on the site",,,,,,,,,,,,,,,,,,,,,,"Sales Price information",,,"Item discovery information - These attributes have an effect on how customers can find your product on the site.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Image Information - see Image Info tab for details.",,,,,,,,,,"Variation information",,,,"Information for all product types:",,"FBA - make use of these columns if you are participating in the ""Fulfillment by Amazon"" program",,,,,,,,"Other attributes for Golf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other attributes for all SportingGoods categories",,,,,,,,,,,,,,,,,,,,"Product Dimensions",,,,,,,,,,,,"Price per unit",,"Battery Information",,,,,,,,,,,,,,,,,,,,"Common infrequently used attributes ",,,,
"SKU","ProductID","product-id-type","ProductName","ProductDescription","Manufacturer","ManufacturerPartNumber","BulletPoint1","BulletPoint2","BulletPoint3","BulletPoint4","BulletPoint5","ProductType","Brand","ItemPrice","Currency","ConditionType","ConditionNote","Quantity","MSRP","MAP","LaunchDate","ReleaseDate","RestockDate","LeadtimeToShip","ShippingWeight","ShippingWeightUnitOfMeasure","ProductTaxCode","Warranty","SellerWarrantyDescription","Prop65","CPSIAWarning1","CPSIAWarning2","CPSIAWarning3","CPSIAWarning4","CPSIAWarningDescription","SalesPrice","SaleStartDate","SaleEndDate","ItemType","UsedFor1","UsedFor2","UsedFor3","UsedFor4","UsedFor5","TargetAudience1","TargetAudience2","TargetAudience3","OtherItemAttributes1","OtherItemAttributes2","OtherItemAttributes3","OtherItemAttributes4","OtherItemAttributes5","SubjectContent1","SubjectContent2","SubjectContent3","SubjectContent4","SubjectContent5","SearchTerm1","SearchTerm2","SearchTerm3","SearchTerm4","SearchTerm5","PlatinumKeyword1","PlatinumKeyword2","PlatinumKeyword3","PlatinumKeyword4","PlatinumKeyword5","MainImageURL","SwatchImageURL","OtherImageURL1","OtherImageURL2","OtherImageURL3","OtherImageURL4","OtherImageURL5","OtherImageURL6","OtherImageURL7","OtherImageURL8","Parentage","ParentSKU","RelationshipType","VariationTheme","Color","ColorMap","FulfillmentCenterID","PackageHeight","PackageWidth","PackageLength","PackageLengthUnitOfMeasure","PackageWeight","PackageWeightUnitOfMeasure","MaxAggregateShipQuantity","GolfFlex","GolfLoft","GripSize","GripType","Hand","ShaftLength","ShaftLengthUnitOfMeasurement","ShaftMaterial","Wattage","EngineDisplacement","EngineDisplacementUnitOfMeasure","GripMaterialType","OperationMode","DisplayType","Resolution","ScreenSize","ScreenSizeUnitOfMeasure","PowerSource","MaximumUserWeight","MaximumUserWeightUnitOfMeasure","DisplayFeatures","UsageCapacity","UsageCapacityUnitOfMeasure","NumberOfLevels","WhatsInTheBox","CourseCapacity","AvailableCourses","ScreenColor","ThreadSize","LoadCapacity","LoadCapacityUnitOfMeasure","PositionAccuracy","Memory","MemoryUnitOfMeasure","DisplaySize","DisplaySizeUnitOfMeasure","Pixels","CompatibleDevices","MinimumWeightRecommendation","MinimumWeightRecommendationUnitOfMeasure","MaxWeightRecommendation","MaxWeightRecommendationUnitOfMeasure","CoverageArea","CoverageAreaUnitOfMeasure","PeakHeight","PeakHeightUnitOfMeasure","MaximumWeight","MaximumWeightUnitOfMeasure","Capability","ClosureType","Construction","CountryOfOrigin","Design","EventName","FabricType","SpecialFeatures","Functions","LegalDisclaimer","Material","PackageQuantity","Packaging","Season","SizeMap","SizeName","SkillLevel","Sport","StyleName","SpecificUsageForProduct","Diameter","DiameterUnitOfMeasurement","Height","HeightUnitOfMeasurement","Length","LengthUnitOfMeasurement","Width","WidthUnitOfMeasurement","ItemThickness","ItemThicknessUnitOfMeasurement","Weight","WeightUnitOfMeasurement","PPUCount","PPUCountType","AreBatteriesIncluded","AreBatteriesRequired","BatteryType1","BatteryType2","BatteryType3","NumberOfBatteries1","NumberOfBatteries2","NumberOfBatteries3","BatteryLife1","BatteryLife2","BatteryLife3","BatteryLifeUnitOfMeasure1","BatteryLifeUnitOfMeasure2","BatteryLifeUnitOfMeasure3","LithiumBatteryEnergyContent","LithiumBatteryPackaging","LithiumBatteryVoltage","LithiumBatteryWeight","NumberOfLithiumIonCells","NumberOfLithiumMetalCells","IsGiftMessageAvailable","IsGiftWrapAvailable","IsDiscontinuedByManufacturer","RegisteredParameter","UpdateDelete"
"HDSLSA5S",845678070197,"UPC","Tour Edge Men's Bazooka HT Max-D 5-SW Iron Set (Left Hand, True Temper Dynalite Gold Steel, Senior)",,"Tour Edge","HDSLSA5S",,,,,,,"Tour Edge",259.99,"USD","new",,0,,259.99,,,,,8,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"Mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-IR5SW-MN","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Senior",,,,"Left",,,"True Temper Dynalite Gold Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDSRSA5S",845678070456,"UPC","Tour Edge Men's Bazooka HT Max-D 5-SW Iron Set (Right Hand, True Temper Dynalite Gold Steel, Senior)",,"Tour Edge","HDSRSA5S",,,,,,,"Tour Edge",259.99,"USD","new",,0,,259.99,,,,,8,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"Mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-IR5SW-MN","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Senior",,,,"Right",,,"True Temper Dynalite Gold Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TE-HTMXD-IR5SW-WMN",,,"Tour Edge Ladies Bazooka HT Max-D 5-SW Iron Set","The new and improved head design of the Tour Edge HT Max-D irons combined with variable progression throughout the entire set make this Bazooka a remarkable set of irons. The set’s progressive design can be seen in each iron’s different blade length, face height, top line, offset, bounce and MOI. This optimizes the club’s performance in distance, trajectory, spin, bounce, forgiveness and accuracy. ","Tour Edge",,"The long iron 5 features a wider, hybrid-like blade length, thicker sole, and progressive undercut cavity for greater forgiveness and higher-flying shots. The iron's larger top line, offset club head and minimal bounce inspire confidence even from the most difficult lie.","The mid irons (6-7) feature a shorter blade length, less offset, more bounce and a smaller top line and sole for greater workability and shot making. ","Finally, the scoring irons (8-SW) feature a smaller undercut cavity, the least offset, the most bounce and a slightly larger sole than the mid irons for shots that get up quickly and stick close to the pin.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"Womens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parent",,,"HandShaftMaterialGolfFlex",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDSLGL5S",845678070098,"UPC","Tour Edge Ladies Bazooka HT Max-D 5-SW Iron Set (Left Hand, Aldila NV 65 Graphite, Women)",,"Tour Edge","HDSLGL5S",,,,,,,"Tour Edge",349.99,"USD","new",,0,,349.99,,,,,8,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"Womens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-IR5SW-WMN","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Women",,,,"Left",,,"Aldila NV 65 Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDSRGL5S",845678070357,"UPC","Tour Edge Ladies Bazooka HT Max-D 5-SW Iron Set (Right Hand, Aldila NV 65 Graphite, Women)",,"Tour Edge","HDSRGL5S",,,,,,,"Tour Edge",349.99,"USD","new",,0,,349.99,,,,,8,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"Womens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-IR5SW-WMN","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Women",,,,"Right",,,"Aldila NV 65 Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TE-HTMXD-DR-MN",,,"Tour Edge Men's Bazooka HT Max-D Driver","The Tour Edge Bazooka HT Max-D Super Light driver delivers stunning power off the tee and faster swing speeds not possible from traditional drivers.  The head's sloped crown and aerodynamic shape reduce drag and improve airflow to generate super-fast swing speed and explosive rebound off the face.  Powering this is a 46"" remarkably light 50-gram Aldila shaft designed from Tour Edge incredibly popular NV platform.
The 460cc titanium head offers the ultimate combination of distance and forgiveness.  The deep face and huge sweet spot deliver maximum power from more launch points.  Harnessing the driver's power, two internal weight cavities in the rear sole move weight back in the heel and toe for maximum stability.  The combination of a large effective hitting area and advanced weighting technology delivers explosive power and accuracy even on off center hits.","Tour Edge",,"New more-aerodynamic head shape increases club speed for more power.","Deep face and huge sweet spot produce powerful drives from more contact points.","Tour Edge Aldila NV shaft delivers consistent, exceptional performance on every drive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"golf-drivers","golf",,,,,"Mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parent",,,"HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDWLGA01105",845678068569,"UPC","Tour Edge Men's Bazooka HT Max-D Driver (Left Hand, Aldila NV 50 Graphite, Senior, 10.5 Degree)",,"Tour Edge","HDWLGA01105",,,,,,,"Tour Edge",149.99,"USD","new",,0,,149.99,,,,,3,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-drivers","golf",,,,,"Mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-DR-MN","variation","HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,"Senior",10.5,,,"Left",46,"in","Aldila NV 50 Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDWLGR01105",845678068705,"UPC","Tour Edge Men's Bazooka HT Max-D Driver (Left Hand, Aldila NV 50 Graphite, Regular, 10.5 Degree)",,"Tour Edge","HDWLGR01105",,,,,,,"Tour Edge",149.99,"USD","new",,0,,149.99,,,,,3,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-drivers","golf",,,,,"Mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-DR-MN","variation","HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,"Regular",10.5,,,"Left",46,"in","Aldila NV 50 Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDWRGR0112",845678069191,"UPC","Tour Edge Men's Bazooka HT Max-D Driver (Right Hand, Aldila NV 50 Graphite, Regular, 12 Degree)",,"Tour Edge","HDWRGR0112",,,,,,,"Tour Edge",149.99,"USD","new",,3,,149.99,,,,3,3,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-drivers","golf",,,,,"Mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-DR-MN","variation","HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,"Regular",12,,,"Right",46,"in","Aldila NV 50 Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDWRGR01HL",845678069214,"UPC","Tour Edge Men's Bazooka HT Max-D Driver (Right Hand, Aldila NV 50 Graphite, Regular, 15 Degree)",,"Tour Edge","HDWRGR01HL",,,,,,,"Tour Edge",149.99,"USD","new",,0,,149.99,,,,,3,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-drivers","golf",,,,,"Mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-DR-MN","variation","HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,"Regular",15,,,"Right",46,"in","Aldila NV 50 Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDWRGS0109",845678069290,"UPC","Tour Edge Men's Bazooka HT Max-D Driver (Right Hand, Aldila NV 50 Graphite, Stiff, 9 Degree)",,"Tour Edge","HDWRGS0109",,,,,,,"Tour Edge",149.99,"USD","new",,3,,149.99,,,,3,3,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-drivers","golf",,,,,"Mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-DR-MN","variation","HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,"Stiff",9,,,"Right",46,"in","Aldila NV 50 Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDWRGS01105",845678067623,"UPC","Tour Edge Men's Bazooka HT Max-D Driver (Right Hand, Aldila NV 50 Graphite, Stiff, 10.5 Degree)",,"Tour Edge","HDWRGS01105",,,,,,,"Tour Edge",149.99,"USD","new",,3,,149.99,,,,3,3,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-drivers","golf",,,,,"Mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-DR-MN","variation","HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,"Stiff",10.5,,,"Right",46,"in","Aldila NV 50 Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDWRGS0112",845678069313,"UPC","Tour Edge Men's Bazooka HT Max-D Driver (Right Hand, Aldila NV 50 Graphite, Stiff, 12 Degree)",,"Tour Edge","HDWRGS0112",,,,,,,"Tour Edge",149.99,"USD","new",,0,,149.99,,,,,3,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-drivers","golf",,,,,"Mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-DR-MN","variation","HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,"Stiff",12,,,"Right",46,"in","Aldila NV 50 Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDWRGS01HL",845678069337,"UPC","Tour Edge Men's Bazooka HT Max-D Driver (Right Hand, Aldila NV 50 Graphite, Stiff, 15 Degree)",,"Tour Edge","HDWRGS01HL",,,,,,,"Tour Edge",149.99,"USD","new",,0,,149.99,,,,,3,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-drivers","golf",,,,,"Mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-DR-MN","variation","HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,"Stiff",15,,,"Right",46,"in","Aldila NV 50 Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TE-HTMXD-FW-MN",,,"Tour Edge Men's Bazooka HT Max-D Fairway Wood","The Bazooka HT Max-D Fairway Wood is lightweight, sleek and delivers more distance for your buck than any fairway wood on the market. With this Bazooka, power is enhanced by the visible sloped crown and aerodynamic shape that reduce drag and improve airflow for enhanced swing speed and faster ball speed. Additional technology includes the commanding, ultra-light, 65-gram, 43” Tour Edge Aldila NV shaft that generates greater club head speed and longer hits. 
For extra accuracy, the Bazooka has a high moment of inertia (MOI), the club’s ability to resist twisting and impart greater force. The club features two internal weight cavities in the heel and toe that lower the center of gravity and move it deeper in the head for a higher (MOI). In addition, the deeper than traditional club head from front to back moves the center of gravity further away from the face for a high launch and remarkable forgiveness.","Tour Edge",,"Hyper-steel head with super-thin face launches the ball higher and longer.","Variable face thickness provides larger effective hitting area for unsurpassed consistency.","Features Aldila-designed shaft based on their NV shaft series.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"golf-fairway-woods","golf",,,,,"Mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parent",,,"HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDWLGA0315",845678068583,"UPC","Tour Edge Men's Bazooka HT Max-D Fairway Wood (Left Hand, #3, Senior, Aldila NV 60 Graphite)",,"Tour Edge","HDWLGA0315",,,,,,,"Tour Edge",119.99,"USD","new",,0,,119.99,,,,,3,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-fairway-woods","golf",,,,,"Mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-FW-MN","variation","HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,"Senior",15,,,"Left",43.5,"in","Aldila NV 60 Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDWLGA05",845678068606,"UPC","Tour Edge Men's Bazooka HT Max-D Fairway Wood (Left Hand, #5, Senior, Aldila NV 60 Graphite)",,"Tour Edge","HDWLGA05",,,,,,,"Tour Edge",119.99,"USD","new",,0,,119.99,,,,,3,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-fairway-woods","golf",,,,,"Mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-FW-MN","variation","HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,"Senior",19,,,"Left",42.5,"in","Aldila NV 60 Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDWLGA07",845678068620,"UPC","Tour Edge Men's Bazooka HT Max-D Fairway Wood (Left Hand, #7, Senior, Aldila NV 60 Graphite)",,"Tour Edge","HDWLGA07",,,,,,,"Tour Edge",119.99,"USD","new",,0,,119.99,,,,,3,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-fairway-woods","golf",,,,,"Mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-FW-MN","variation","HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,"Senior",22,,,"Left",42,"in","Aldila NV 60 Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDWRGR07",845678069276,"UPC","Tour Edge Men's Bazooka HT Max-D Fairway Wood (Right Hand, #7, Regular, Aldila NV 60 Graphite)",,"Tour Edge","HDWRGR07",,,,,,,"Tour Edge",119.99,"USD","new",,0,,119.99,,,,,3,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-fairway-woods","golf",,,,,"Mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-FW-MN","variation","HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,"Regular",22,,,"Right",42,"in","Aldila NV 60 Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDWRGS0315",845678067630,"UPC","Tour Edge Men's Bazooka HT Max-D Fairway Wood (Right Hand, #3, Stiff, Aldila NV 60 Graphite)",,"Tour Edge","HDWRGS0315",,,,,,,"Tour Edge",119.99,"USD","new",,3,,119.99,,,,3,3,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-fairway-woods","golf",,,,,"Mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-FW-MN","variation","HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,"Stiff",15,,,"Right",43.5,"in","Aldila NV 60 Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDWRGS05",845678069368,"UPC","Tour Edge Men's Bazooka HT Max-D Fairway Wood (Right Hand, #5, Stiff, Aldila NV 60 Graphite)",,"Tour Edge","HDWRGS05",,,,,,,"Tour Edge",119.99,"USD","new",,3,,119.99,,,,3,3,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-fairway-woods","golf",,,,,"Mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-FW-MN","variation","HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,"Stiff",19,,,"Right",42.5,"in","Aldila NV 60 Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDWRGS07",845678069382,"UPC","Tour Edge Men's Bazooka HT Max-D Fairway Wood (Right Hand, #7, Stiff, Aldila NV 60 Graphite)",,"Tour Edge","HDWRGS07",,,,,,,"Tour Edge",119.99,"USD","new",,0,,119.99,,,,,3,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-fairway-woods","golf",,,,,"Mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-FW-MN","variation","HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,"Stiff",22,,,"Right",42,"in","Aldila NV 60 Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TE-HTMXD-FW-WMN",,,"Tour Edge Ladies Bazooka HT Max-D Fairway Wood","The Ladies Bazooka HT Max-D Fairway Wood is lightweight, sleek and delivers more distance for your buck than any fairway wood on the market. With this Bazooka, power is enhanced by the visible sloped crown and aerodynamic shape that reduce drag and improve airflow for enhanced swing speed and faster ball speed. Additional technology includes the commanding, ultra-light, 65-gram, 43” Tour Edge Aldila NV shaft that generates greater club head speed and longer hits. 
For extra accuracy, the Bazooka has a high moment of inertia (MOI), the club’s ability to resist twisting and impart greater force. The club features two internal weight cavities in the heel and toe that lower the center of gravity and move it deeper in the head for a higher (MOI). In addition, the deeper than traditional club head from front to back moves the center of gravity further away from the face for a high launch and remarkable forgiveness.","Tour Edge",,"Hyper-steel head with super-thin face launches the ball higher and longer.","Variable face thickness provides larger effective hitting area for unsurpassed consistency.","Features Aldila-designed shaft based on their NV shaft series.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"golf-fairway-woods","golf",,,,,"Womens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parent",,,"HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDWLGL0315",845678068651,"UPC","Tour Edge Ladies Bazooka HT Max-D Fairway Wood (Left Hand, #3, Women, Aldila NV 60 Graphite)",,"Tour Edge","HDWLGL0315",,,,,,,"Tour Edge",119.99,"USD","new",,0,,119.99,,,,,3,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-fairway-woods","golf",,,,,"Womens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-FW-WMN","variation","HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,"Women",15.5,,,"Left",42.5,"in","Aldila NV 60 Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDWLGL05",845678068675,"UPC","Tour Edge Ladies Bazooka HT Max-D Fairway Wood (Left Hand, #5, Women, Aldila NV 60 Graphite)",,"Tour Edge","HDWLGL05",,,,,,,"Tour Edge",119.99,"USD","new",,0,,119.99,,,,,3,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-fairway-woods","golf",,,,,"Womens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-FW-WMN","variation","HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,"Women",19.5,,,"Left",41.5,"in","Aldila NV 60 Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HDWRGL0315",845678069108,"UPC","Tour Edge Ladies Bazooka HT Max-D Fairway Wood (Right Hand, #3, Women, Aldila NV 60 Graphite)",,"Tour Edge","HDWRGL0315",,,,,,,"Tour Edge",119.99,"USD","new",,0,,119.99,,,,,3,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-fairway-woods","golf",,,,,"Womens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Child","TE-HTMXD-FW-WMN","variation","HandShaftMaterialGolfFlexGolfLoft",,,,,,,,,,,"Women",15.5,,,"Right",42.5,"in","Aldila NV 60 Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
