"SKU","ProductID","product-id-type","ProductName","ProductDescription","Manufacturer","ManufacturerPartNumber","BulletPoint1","BulletPoint2","BulletPoint3","BulletPoint4","BulletPoint5","ProductType","Brand","ItemPrice","Currency","ConditionType","ConditionNote","Quantity","MSRP","MAP","LaunchDate","ReleaseDate","RestockDate","LeadtimeToShip","ShippingWeight","ShippingWeightUnitOfMeasure","ProductTaxCode","Warranty","SellerWarrantyDescription","Prop65","CPSIAWarning1","CPSIAWarning2","CPSIAWarning3","CPSIAWarning4","CPSIAWarningDescription","SalesPrice","SaleStartDate","SaleEndDate","ItemType","UsedFor1","UsedFor2","UsedFor3","UsedFor4","UsedFor5","TargetAudience1","TargetAudience2","TargetAudience3","OtherItemAttributes1","OtherItemAttributes2","OtherItemAttributes3","OtherItemAttributes4","OtherItemAttributes5","SubjectContent1","SubjectContent2","SubjectContent3","SubjectContent4","SubjectContent5","SearchTerm1","SearchTerm2","SearchTerm3","SearchTerm4","SearchTerm5","PlatinumKeyword1","PlatinumKeyword2","PlatinumKeyword3","PlatinumKeyword4","PlatinumKeyword5","MainImageURL","SwatchImageURL","OtherImageURL1","OtherImageURL2","OtherImageURL3","OtherImageURL4","OtherImageURL5","OtherImageURL6","OtherImageURL7","OtherImageURL8","Parentage","ParentSKU","RelationshipType","VariationTheme","Color","ColorMap","FulfillmentCenterID","PackageHeight","PackageWidth","PackageLength","PackageLengthUnitOfMeasure","PackageWeight","PackageWeightUnitOfMeasure","MaxAggregateShipQuantity","GolfFlex","GolfLoft","GripSize","GripType","Hand","ShaftLength","ShaftLengthUnitOfMeasurement","ShaftMaterial","Wattage","EngineDisplacement","EngineDisplacementUnitOfMeasure","GripMaterialType","OperationMode","DisplayType","Resolution","ScreenSize","ScreenSizeUnitOfMeasure","PowerSource","MaximumUserWeight","MaximumUserWeightUnitOfMeasure","DisplayFeatures","UsageCapacity","UsageCapacityUnitOfMeasure","NumberOfLevels","WhatsInTheBox","CourseCapacity","AvailableCourses","ScreenColor","ThreadSize","LoadCapacity","LoadCapacityUnitOfMeasure","PositionAccuracy","Memory","MemoryUnitOfMeasure","DisplaySize","DisplaySizeUnitOfMeasure","Pixels","CompatibleDevices","MinimumWeightRecommendation","MinimumWeightRecommendationUnitOfMeasure","MaxWeightRecommendation","MaxWeightRecommendationUnitOfMeasure","CoverageArea","CoverageAreaUnitOfMeasure","PeakHeight","PeakHeightUnitOfMeasure","MaximumWeight","MaximumWeightUnitOfMeasure","Capability","ClosureType","Construction","CountryOfOrigin","Design","EventName","FabricType","SpecialFeatures","Functions","LegalDisclaimer","Material","PackageQuantity","Packaging","Season","SizeMap","SizeName","SkillLevel","Sport","StyleName","SpecificUsageForProduct","Diameter","DiameterUnitOfMeasurement","Height","HeightUnitOfMeasurement","Length","LengthUnitOfMeasurement","Width","WidthUnitOfMeasurement","ItemThickness","ItemThicknessUnitOfMeasurement","Weight","WeightUnitOfMeasurement","PPUCount","PPUCountType","AreBatteriesIncluded","AreBatteriesRequired","BatteryType1","BatteryType2","BatteryType3","NumberOfBatteries1","NumberOfBatteries2","NumberOfBatteries3","BatteryLife1","BatteryLife2","BatteryLife3","BatteryLifeUnitOfMeasure1","BatteryLifeUnitOfMeasure2","BatteryLifeUnitOfMeasure3","LithiumBatteryEnergyContent","LithiumBatteryPackaging","LithiumBatteryVoltage","LithiumBatteryWeight","NumberOfLithiumIonCells","NumberOfLithiumMetalCells","IsGiftMessageAvailable","IsGiftWrapAvailable","IsDiscontinuedByManufacturer","RegisteredParameter","UpdateDelete"
"GI7144-001-S","8.85E+11","UPC","Nike SQ MachSpeed Iron Set 4-AW Steel Left Hand Stiff",,"Nike","GI7144-001-S",,,,,,,"Nike",499.99,"USD","new",,0,839.99,499.99,,,,,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7144-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Stiff",,,,"left",,,"Dynalite 90 by True Temper (Steel)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7144-001-X","8.85E+11","UPC","Nike SQ MachSpeed Iron Set 4-AW Steel Left Hand Extra Stiff",,"Nike","GI7144-001-X",,,,,,,"Nike",499.99,"USD","new",,0,839.99,499.99,,,,,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7144-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"X-Stiff",,,,"left",,,"Dynalite 90 by True Temper (Steel)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7159-001",,,"Nike SQ MachSpeed Iron Set 4-AW Graphite Left Hand","SQ Technology packed into a refined profile. The ultimate combination of built-in forgiveness with a hotter impact zone, Nike PowerBow weighting, and forged carbon steel body to deliver performance, feel and maximum distance.","Nike",,"A radical new construction method combined with a hot, thin alloy face creates the fastest Nike iron ever. Faster ball speeds off the face means more distance.","The combination of AM355 stainless alloy and an off-the-face weld construction creates a thinner, hotter face and wider sweet zone. This new construction offers an extremely hot center area, but also expands to lower on the face where the ball is more to be in contact.","The Nike PowerBow creates extreme deep CG. This provides a wider sweet spot and higher trajectory.","The deep undercut repositions 50 grams of weight low and back to the Nike PowerBow for high launching shots that travel far and land softly. ",,,"Nike",,,,,,,,,,,,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parent",,,"HandShaftMaterialGolfFlex",,,,,,,,,,,,,,,"left",,,"SQ Proforce Axivcore (Graphite)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7159-001-R","8.85E+11","UPC","Nike SQ MachSpeed Iron Set 4-AW Graphite Left Hand Regular",,"Nike","GI7159-001-R",,,,,,,"Nike",599.99,"USD","new",,2,959.99,599.99,,,,3,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7159-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Regular",,,,"left",,,"SQ Proforce Axivcore (Graphite)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7159-001-S","8.85E+11","UPC","Nike SQ MachSpeed Iron Set 4-AW Graphite Left Hand Stiff ",,"Nike","GI7159-001-S",,,,,,,"Nike",599.99,"USD","new",,1,959.99,599.99,,,,3,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7159-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Stiff",,,,"left",,,"SQ Proforce Axivcore (Graphite)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7159-001-A","8.85E+11","UPC","Nike SQ MachSpeed Iron Set 4-AW Graphite Left Hand Senior",,"Nike","GI7159-001-A",,,,,,,"Nike",599.99,"USD","new",,0,959.99,599.99,,,,,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens","seniors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7159-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Senior",,,,"left",,,"SQ Proforce Axivcore (Graphite)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7194-001",,,"Nike Slingshot Iron Set 3H 4-PW Graphite Right Hand","Delivering forgiveness in irons starts with weight management. Moving weight deeper and lower results in a larger sweet spot and a deeper center of gravity that actually exists in air behind the face. The benefit is a mixed set of hybrids and irons that are more forgiving and launch the ball higher.","Nike",,"Weight Management: 30 grams of Nike PowerBow weighting low and back combined with deeper sole deliver high ball flight and forgiveness.","Air CG: CG placement off the face increases launch angle and reduces spin. ","Mixed Set: Hybrid 3 iron combined with traditional 4 ﾖ PW deliver forgiveness throughout the set. ",,,,"Nike",,,,,,,,,,,,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parent",,,"HandShaftMaterialGolfFlex",,,,,,,,,,,,,,,"right",,,"Slingshot Iron by UST Mamiya (Graphite)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7194-001-R","8.85E+11","UPC","Nike Slingshot Iron Set 3H 4-PW Graphite Right Hand Regular",,"Nike","GI7194-001-R",,,,,,,"Nike",399.99,"USD","new",,5,599.99,399.99,,,,3,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7194-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Regular",,,,"right",,,"Slingshot Iron by UST Mamiya (Graphite)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7194-001-S","8.85E+11","UPC","Nike Slingshot Iron Set 3H 4-PW Graphite Right Hand Stiff",,"Nike","GI7194-001-S",,,,,,,"Nike",399.99,"USD","new",,2,599.99,399.99,,,,3,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7194-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Stiff",,,,"right",,,"Slingshot Iron by UST Mamiya (Graphite)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7194-001-A","8.85E+11","UPC","Nike Slingshot Iron Set 3H 4-PW Graphite Right Hand Senior",,"Nike","GI7194-001-A",,,,,,,"Nike",399.99,"USD","new",,2,599.99,399.99,,,,3,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens","seniors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7194-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Senior",,,,"right",,,"Slingshot Iron by UST Mamiya (Graphite)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7219-001",,,"Nike Slingshot Iron Set 3H 4-PW Graphite Left Hand","Delivering forgiveness in irons starts with weight management. Moving weight deeper and lower results in a larger sweet spot and a deeper center of gravity that actually exists in air behind the face. The benefit is a mixed set of hybrids and irons that are more forgiving and launch the ball higher.","Nike",,"Weight Management: 30 grams of Nike PowerBow weighting low and back combined with deeper sole deliver high ball flight and forgiveness.","Air CG: CG placement off the face increases launch angle and reduces spin. ","Mixed Set: Hybrid 3 iron combined with traditional 4 ﾖ PW deliver forgiveness throughout the set. ",,,,"Nike",,,,,,,,,,,,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parent",,,"HandShaftMaterialGolfFlex",,,,,,,,,,,,,,,"left",,,"Slingshot Iron by UST Mamiya (Graphite)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7219-001-R","8.85E+11","UPC","Nike Slingshot Iron Set 3H 4-PW Graphite Left Hand Regular",,"Nike","GI7219-001-R",,,,,,,"Nike",399.99,"USD","new",,1,719.99,399.99,,,,3,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7219-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Regular",,,,"left",,,"Slingshot Iron by UST Mamiya (Graphite)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7219-001-S","8.85E+11","UPC","Nike Slingshot Iron Set 3H 4-PW Graphite Left Hand Stiff",,"Nike","GI7219-001-S",,,,,,,"Nike",399.99,"USD","new",,1,719.99,399.99,,,,3,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7219-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Stiff",,,,"left",,,"Slingshot Iron by UST Mamiya (Graphite)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7219-001-A","8.85E+11","UPC","Nike Slingshot Iron Set 3H 4-PW Graphite Left Hand Senior",,"Nike","GI7219-001-A",,,,,,,"Nike",399.99,"USD","new",,0,719.99,399.99,,,,,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens","seniors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7219-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Senior",,,,"left",,,"Slingshot Iron by UST Mamiya (Graphite)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7370-001",,,"Nike VR Pro Blade Iron Set 3-PW Steel Right Hand","The Nike Victory Red Pro Blade Iron Set is designed for golfers who want tour-level shot-shaping ability; precision, feel and consistency; and players wanting to out-play and out-perform competition.","Nike",,"Precision ball flight: The new X3X high-frequency groove process creates Nike's most exact iron faces ever. The new VR Pro blade has more groove, closer together and deeper, to ensure control and consistency. This new design conforms to new USGA and RA rules.","Crafted for consistency: Precision-forging to a near finished level eliminates most handwork and ensures consitency throughout the set. First each iron face is milled to a perfectly flat surface. The face is then carefully die-stamped, pressing grooves to exact specifications for extremely low variance and shot-making consistency.","Tour-ready control: The flatback design is the choice of top-level players seeking fell and shot-making workability.",,,,"Nike",,,,,,,,,,,,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parent",,,"HandShaftMaterialGolfFlex",,,,,,,,,,,,,,,"right",,,"True Temper Dynalite Gold (Steel)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7370-001-R","6.77E+11","UPC","Nike VR Pro Blade Iron Set 3-PW Steel Right Hand Regular",,"Nike","GI7370-001-R",,,,,,,"Nike",899.99,"USD","new",,3,1079.99,899.99,,,,3,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7370-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Regular",,,,"right",,,"True Temper Dynalite Gold (Steel)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7370-001-S","6.77E+11","UPC","Nike VR Pro Blade Iron Set 3-PW Steel Right Hand Stiff",,"Nike","GI7370-001-S",,,,,,,"Nike",899.99,"USD","new",,5,1079.99,899.99,,,,3,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7370-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Stiff",,,,"right",,,"True Temper Dynalite Gold (Steel)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7370-001-X","6.77E+11","UPC","Nike VR Pro Blade Iron Set 3-PW Steel Right Hand Extra Stiff",,"Nike","GI7370-001-X",,,,,,,"Nike",899.99,"USD","new",,5,1079.99,899.99,,,,3,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7370-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"X-Stiff",,,,"right",,,"True Temper Dynalite Gold (Steel)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7373-001",,,"Nike VR Pro Blade Iron Set 3-PW Steel Left Hand","The Nike Victory Red Pro Blade Iron Set is designed for golfers who want tour-level shot-shaping ability; precision, feel and consistency; and players wanting to out-play and out-perform competition.","Nike",,"Precision ball flight: The new X3X high-frequency groove process creates Nike's most exact iron faces ever. The new VR Pro blade has more groove, closer together and deeper, to ensure control and consistency. This new design conforms to new USGA and RA rules.","Crafted for consistency: Precision-forging to a near finished level eliminates most handwork and ensures consitency throughout the set. First each iron face is milled to a perfectly flat surface. The face is then carefully die-stamped, pressing grooves to exact specifications for extremely low variance and shot-making consistency.","Tour-ready control: The flatback design is the choice of top-level players seeking fell and shot-making workability.",,,,"Nike",,,,,,,,,,,,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parent",,,"HandShaftMaterialGolfFlex",,,,,,,,,,,,,,,"left",,,"True Temper Dynalite Gold (Steel)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7373-001-R","6.77E+11","UPC","Nike VR Pro Blade Iron Set 3-PW Steel Left Hand Regular",,"Nike","GI7373-001-R",,,,,,,"Nike",899.99,"USD","new",,1,1079.99,899.99,,,,3,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7373-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Regular",,,,"left",,,"True Temper Dynalite Gold (Steel)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7373-001-S","6.77E+11","UPC","Nike VR Pro Blade Iron Set 3-PW Steel Left Hand Stiff",,"Nike","GI7373-001-S",,,,,,,"Nike",899.99,"USD","new",,2,1079.99,899.99,,,,3,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7373-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Stiff",,,,"left",,,"True Temper Dynalite Gold (Steel)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7373-001-X","6.77E+11","UPC","Nike VR Pro Blade Iron Set 3-PW Steel Left Hand Extra Stiff",,"Nike","GI7373-001-X",,,,,,,"Nike",899.99,"USD","new",,1,1079.99,899.99,,,,3,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7373-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"X-Stiff",,,,"left",,,"True Temper Dynalite Gold (Steel)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7376-001",,,"Nike VR Pro Combo Forged Iron Set 3-PW Right Hand Steel","Change for the better. Change from pocket cavity, to split-cavity to blades throughout the set for the optimal shot. Change to a new forging process for more precise shot-making. And change to the new X3X high-frequency grooves for better performance and more consistent distance control.","Nike",,"Pocket cavity design on 3-4 irons offers highter trajectory on longer shots"," Split Cavity on 5-6-7 irons enhances pin-seeking control and workability"," Blades on 8-9-PW delivers unsurpassed short-game feel.","Through new linear CG mapping, the Center of Gravity moves gradually and consistently throughout each club in the set for optimal launch and consistent distance control.","Precision-forging to a near-finished level eliminates most handwork and ensures consistency throughout the set. The finished iron face is milled to a perfectly flat surface then carefully die-stamped, pressing grooves to exact specifications for extremely low variance and shot-making consistency.","X3X grooves: More grooves, closer together and deeper, ensure maximum flight control and shot-to-shot consistency, while conforming to USGA and R and A rules.",,,"Nike",,,,,,,,,,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parent",,,"HandShaftMaterialGolfFlex",,,,,,,,,,,,,,,"right",,,"True Temper Dynalite Gold (Steel)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7376-001-R","8.83E+11","UPC","Nike VR Pro Combo Forged Iron Set 3-PW Right Hand Steel Regular",,"Nike","GI7376-001-R",,,,,,,"Nike",899.99,"USD","new",,3,1079.99,899.99,,,,3,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7376-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Regular",,,,"right",,,"True Temper Dynalite Gold (Steel)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7376-001-S","8.83E+11","UPC","Nike VR Pro Combo Forged Iron Set 3-PW Right Hand Steel Stiff",,"Nike","GI7376-001-S",,,,,,,"Nike",899.99,"USD","new",,3,1079.99,899.99,,,,3,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7376-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Stiff",,,,"right",,,"True Temper Dynalite Gold (Steel)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7376-001-X","8.83E+11","UPC","Nike VR Pro Combo Forged Iron Set 3-PW Right Hand Steel Extra Stiff",,"Nike","GI7376-001-X",,,,,,,"Nike",899.99,"USD","new",,2,1079.99,899.99,,,,3,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7376-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"X-Stiff",,,,"right",,,"True Temper Dynalite Gold (Steel)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7379-001",,,"Nike VR Pro Combo Forged Iron Set 3-PW Left Hand Steel","Change for the better. Change from pocket cavity, to split-cavity to blades throughout the set for the optimal shot. Change to a new forging process for more precise shot-making. And change to the new X3X high-frequency grooves for better performance and more consistent distance control.","Nike",,"Pocket cavity design on 3-4 irons offers highter trajectory on longer shots"," Split Cavity on 5-6-7 irons enhances pin-seeking control and workability"," Blades on 8-9-PW delivers unsurpassed short-game feel.","Through new linear CG mapping, the Center of Gravity moves gradually and consistently throughout each club in the set for optimal launch and consistent distance control.","Precision-forging to a near-finished level eliminates most handwork and ensures consistency throughout the set. The finished iron face is milled to a perfectly flat surface then carefully die-stamped, pressing grooves to exact specifications for extremely low variance and shot-making consistency.","X3X grooves: More grooves, closer together and deeper, ensure maximum flight control and shot-to-shot consistency, while conforming to USGA and R and A rules.",,,"Nike",,,,,,,,,,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parent",,,"HandShaftMaterialGolfFlex",,,,,,,,,,,,,,,"left",,,"True Temper Dynalite Gold (Steel)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GI7379-001-R","8.83E+11","UPC","Nike VR Pro Combo Forged Iron Set 3-PW Left Hand Steel Regular",,"Nike","GI7379-001-R",,,,,,,"Nike",899.99,"USD","new",,1,1079.99,899.99,,,,3,9,"LB","A_GEN_NOTAX",,,,,,,,,,,,"golf-club-iron-sets","golf",,,,,"mens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"child","GI7379-001","variation","HandShaftMaterialGolfFlex",,,,,,,,,,,"Regular",,,,"left",,,"True Temper Dynalite Gold (Steel)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
